ADDRESS,VOLUME_DITTO,BUSD_REWARD_18_DECIMALS,DITTO_REWARD_9_DECIMALS
0x5cEf7fC7Ed69fE3F3B772f983D5C1eD54F36B1ef,8192.698922126001,16818095416942319616,13242568331
0x70D8929d04b60Af4fb9B58713eBcf18765aDE422,7666.878592175,15738683544817864704,12392639423
0xc3A1C411b7B895997cc37Eec950Cf5026C6016c7,7644.418330878,15692576783032412160,12356334958
0x8dFc298C549aC38F208508bB9fBC0373d45dE502,7591.843323652,15584650018424315904,12271353424
0xd4eE6fB0279634C866bAE5F494B2081603F9498E,7388.485890672,15167194825195440128,11942649205
0x99CE2eC80940d03a30898421654A038E75ab54A8,7307.11842597,15000162471364255744,11811127929
0x09dc113b466285e37F37A8Ad467246c04addAb8d,7176.650903228,14732336780814204928,11600241981
0xbCD62661A6b1DEd703585d3aF7d7649Ef4dcDB5c,6553.09317797,13452288115405766656,10592331662
0x13cF992B11BCefe66AB274FC25d0d57Fc53A5950,6379.014148761001,13094936069254176768,10310952660
0x17e3597F156a309b0Fd31FBeC6760D8400B518B5,6174.695990353999,12675508684436869120,9980695538
0x6Bb48ee6dC739Db470e29E3DCf0c3B34E94277dB,6150.577359382,12625997596470775808,9941710507
0xb9940A8b1DD82F063CAB9d4E9318aE57653aFA94,6066.533768401,12453471650413656064,9805863577
0x71AaBeCe380059ad48e943816d8EC479BeA7fB0a,5987.794504167,12291834505983649792,9678590490
0x24266b04b3c96B1bAB4704F7c59bE7123bcd2B70,5911.108114487,12134411533276094464,9554635641
0x0D3CAE1ff719D6A2aC0Fcd7Cd22F599caC64B6EC,5838.364018305,11985081359881824256,9437053062
0x617250Fc0d7ab1023228b82F7264030b4de08293,5814.866856286,11936846032718069760,9399072566
0x270b01C5Fd34db3978ACd3ca5eDF3deD9B851226,5799.714845872,11905741758128785408,9374581060
0xC743Dc05F03D25E1aF8eC5F8228f4BD25513c8d0,5776.077804017001,11857219283536433152,9336374463
0xC82BA62DdC0906E65DdE7e4c94BB61A42a31160d,5624.085658462,11545207523935916032,9090696404
0x771bcbDf96b07A731ca4475A3F27775714337420,5488.0434615350005,11265938058476906496,8870799627
0x581DA8c659CD1ff7310516d9d6Feb22D70f9B9Ec,5473.212700976,11235493250415734784,8846827385
0xF3aD9dc55710cE3676055735f34Aa0C37DC82291,5274.821949161,10828233734891177984,8526151242
0x2B8Bf21E37061Bd5F949d5ffd7E5D0f8815C5F57,4973.111732412,10208878469699244032,8038470907
0xC055a07c7F51745290D3F348dea565ec0FC5B5D8,4863.085439424,9983014842653558784,7860625887
0x3C9554077128f0a1fC2F43ed8A092762B43954b3,4850.869571085,9957937924622157824,7840880321
0x97565F965e5fB10787bC065db78d9faEe3667511,4772.569529687,9797202423427837952,7714317188
0x706cd6684213F71f29C8feab39A5f57ED3636600,4616.185725178,9476175400355653632,7461540510
0xF90447A910EBeAd377dbAE1205A30B62241Eab64,4537.431960917,9314508490052401152,7334243985
0x995E377e8D5200e3AC61Fd919C06B9aD45d743D4,4535.901926754,9311367612938631168,7331770858
0x17D3D1bf9E67e82b36e14D77f339badF1b114Cad,4433.868876704,9101912635069477888,7166846008
0x60bB03D1010b99CEAdD0dd209b64bC8bd83da161,4129.08430142,8476246280494300160,6674196321
0x01adA2D4e2f49743869B47c52779ba87e4C43Fc0,3970.0533508999997,8149785156325666816,6417140832
0x32c27790fc9598bc8C23C5ed0C1255115DeD3570,3873.372946805,7951318170479651840,6260867927
0xA5eDa5eBc2Fc162cbB6a8453C3aC87BC8Cdf034A,3692.106870943,7579212446995952640,5967871880
0x64FaB1755AD397c6eE851aa506CBb7CaD13AC8dd,3640.5125632320005,7473298877084182528,5884475535
0x1C43a8B9b921D45d6d1fe8B70D6fC71199303Ba9,3175.009278126,6517706740691939328,5132042287
0x2F1454A5Bd2D9A2A7d9d9bfA21619CFbb1c5Afbd,3128.7220008120003,6422687522500614144,5057224155
0x0f29eA40e325361530E7b4d67eb569f817a263Cf,3043.872327993,6248506839537597440,4920074285
0x4341f3Ac194a15C6125329aff3c77309b739cd7d,2968.9946827470003,6094796884574868480,4799043066
0x0fb10D74D4A63a496f3142A504507491fe7fDF9B,2905.065924174,5963562968647150592,4695709481
0xA10d11eB58c417b639fa977c297275e6db6acFCf,2862.19883096,5875564755753843712,4626419688
0x01ecc44Ddd2D104F44D2AA1A2bD9DFbC91aE8275,2739.62809914,5623949716232987648,4428298006
0x63a1518A827F58fC2072A11162b890Ad4F2A5e32,2706.504966287,5555954051541181440,4374758220
0x78D091f8eFD482b40A77674C788a31a0C5AD6f6d,2660.451687422,5461415188881055744,4300318319
0x164572AcFf302AC81C257299fC5c2a074f069C34,2513.64935041,5160057146218205184,4063028996
0x2eE42B83fc842D2AF1F712262646348198A69B77,2503.927367739,5140099714148883456,4047314514
0x03089989b31B697419A7DA7395Ee563297B1c30C,2449.620095918,5028616930758328320,3959532971
0x68930d01858BbE3e511925d1bD14e0AEF149a552,2445.1331024400006,5019405963143689216,3952280255
0xa37EC1fAA6f073B13751252ADf9ADdd43629369f,2441.034562227,5010992418226732032,3945655430
0x9d201Bb5da57460496F0D94afd60a5A13A3231D9,2380.92023072,4887588815479900160,3848487433
0x1486EC3AfA21c8D32B98525d294129C068f6993b,2356.0,4836432191509588992,3808206707
0x082757345d70785a64D3c70dEdf0C3236Cd84c22,2261.312856007,4642056999943439360,3655155681
0xac7951800ec46d1A1a5a8B5F76507e1bEE529692,2232.1640290240002,4582219850043046912,3608039909
0xa5889D266d96b5DF7dc6454B20E88C4b06f6B59e,2221.1309559519996,4559570991903530496,3590206199
0x3F3fe93175d8D963feBFAd182168fd754e1451FC,2206.673606278,4529892727316415488,3566837533
0x0B99d5983D9dA00CF3A64Fa82e13db33ac03265A,2205.324281119,4527122812360642560,3564656502
0x7d0f006E83F2a6F8a3b3be45d879Cbd3F2990cAB,2187.118903425,4489750539551707136,3535229574
0x20FaBbC24F139d1bfbcfda56A1ADAb3dc3E14B65,2169.6243167390003,4453837389201399296,3506951560
0xe95Ff14AE44C494F1a0b946284eAD909605112d9,2149.689681678,4412915270892817920,3474729484
0x86b355Cb46128028981B6E364F03851a003ae2dd,2144.050977298,4401340053837708288,3465615158
0x65f66077476630a0a8a4684317b5024Ff16b05Ae,2136.329051149,4385488367841323520,3453133540
0x423D0ac00F69f0CB2eC0199c4714B41a45147315,2035.221673118,4177933623398090240,3289704935
0x20781bc3701C5309ac75291f5D09BdC23D7b7Fa8,2002.228494153,4110204729999718912,3236375204
0x1A791f239E268afa5028b23Bea6C40EEa5aa59A0,2001.553051434,4108818171039748096,3235283427
0x0f7Cf9bB390F1F9ad09c18D4132C6b027D5DA828,1971.0,4046098408092274688,3185897886
0x6D3c00dBCA9d945A1492e2851e4689D2B2a196E0,1963.107296416,4029896147611926528,3173140226
0x7A8E7b7197E94D2Cb194DBED7a80575c047A7575,1897.653361083,3895531325920284672,3067341366
0x677390A727aED9f87C153B4cED4C4d24769EF625,1891.292013496,3882472656034398208,3057058969
0x10D9b30fe38ac6c0FDAbd1537f0Dc5A0a3fD44Bd,1884.355534684,3868233348130289664,3045846938
0x25Ad6Ac54cb59C10665094569e8B167c234D7343,1802.477784751,3700153473111472128,2913500844
0x987cFF75EB9E443B9139A2Bb0FC27067b281847f,1782.709920208,3659573703827445760,2881548334
0x7758CE82Cd9736Ea564b5De2389E9eC39238782E,1739.924103775,3571742337131103744,2812389916
0xBE7714F40509A127432bf0B8F9B9a9BBacf328c1,1722.626898904,3536234375135670272,2784430946
0xb4e685682a321d1e75C6837f38d2831A59c3E63c,1696.932765732,3483489072586436608,2742899295
0x51442BA52a0FF09371853625e01c6d77350820e6,1656.739209931,3400979137456048640,2677930972
0xE0E7a35C0B3a3056B4FAa202f604e5B6D7B5445B,1650.396574753,3387958880684452864,2667678822
0xE916B5B6fb25a734529EDa72dEd3E0391dE5d3a2,1637.8197678669999,3362141022581799424,2647349841
0x53e3e49a888ed910D479358464B7B86C59A6795D,1578.3852636840002,3240132979577949696,2551280708
0x9306AA305e80df7bf8C79527C812F81456f33250,1577.855643509,3239045767326827008,2550424637
0xa8Fe6fa4600BD88dd8305e7c4B7464183c0573cF,1574.243447496,3231630597089426944,2544585932
0x788A07b8Df7F5DB17a0C2E032E262C462B44a6D3,1564.666906601,3211971730082683904,2529106540
0xf0E9e2d09F7CF0bc97A34c9DDed9022aE54a389B,1497.94676944,3075007630257813504,2421261008
0x2F58aB61AC9b87B68EE80e818778d1dA6cb77172,1492.1053527210001,3063016282268087808,2411819020
0xcDE2743d021b1932EAa905964793dd5F6E0e28D8,1470.2715382249999,3018195499886125056,2376527136
0x74Ac7a2C3fb532868Ca8756C67071c1556C4aAE6,1452.180612536,2981058175872335872,2347285207
0x913f1e27695e97AA6C66C663272d9Bd774562Df2,1444.7780732329998,2965862131991204864,2335319842
0x89957D976BC06C5C99a12e067256C769E8267774,1438.517821499,2953010993191005696,2325200856
0x2968296A6E6b6d88A22d00b298907274616b0e16,1431.453051225,2938508326646525952,2313781456
0x7eEd4d984bBF1C5c9750BfE90694c309671BC7ae,1431.403206562,2938406004773559296,2313700888
0xAbDEb14703c5800E66579B39298A4F1Af26024D0,1401.048950281,2876094331502438912,2264636676
0x46dce2e61770E8aEe4B30CA8C963A094aa06ffe4,1390.779105538,2855012239941806592,2248036637
0x6411310C07d8c48730172146Fd6F31FA84034a8b,1372.46640139,2817419645775856128,2218436229
0x74cBb22c09dA1e08a1D238fccB3Ef490C7EB99e1,1355.627479514,2782852453996823552,2191218022
0x423c85C28DEB718C8374536288C421e6E349665E,1328.338527907,2726833284207077376,2147108527
0xfe2957e8b5FbC827A20e6f7AA6f28A7a89A37eAb,1304.101320848,2677078781468353536,2107931832
0xfC40b296038F8FA8E1FA9E289bE8655988652784,1303.38840398,2675615295012384256,2106779483
0xe5304aB6682ef9CaFe9207d069DcD91Dd7034de6,1300.0,2668659528422098944,2101302512
0x01F68ac7a42c0344307290DD2D6b4368a4ad2E69,1299.869162614,2668390943470696960,2101091028
0xAAE2e6F0C0aa1C0465CC179f5ab120652e5Be5b1,1283.667206102,2635131323759289856,2074902404
0x20f290838E56D92Ed30f84E0314176E42446775C,1281.9487045340002,2631603557925404672,2072124641
0x03fF6c83226CDB10c7a42A2c54c67D63A135Ab69,1270.6469021419998,2608403048200976896,2053856560
0xef57A41126E2854106E2Ff6E280fba5F044f638f,1270.0797399169999,2607238769065664000,2052939806
0x3e39303AA653Ab7A471410409DB0dff827Cc479b,1255.267127178,2576831215122003456,2028996898
0xe409550E748cA1aA759a029B372E079AD5029341,1253.0,2572177222394530816,2025332344
0x54d125A81E5941Dd978cf1F9b908Db48167B1893,1250.053531815,2566128668242920960,2020569713
0x136932398cA783127689B83Cb09f9F378A820DD0,1233.673894517,2532504302744916992,1994093887
0xB5EF2987715FF77aDA575EE72a76A3C863538778,1223.042971524,2510680984328615936,1976910207
0x78F6c325c01a9769861579c5f7AfD974D5B5bc25,1220.442829866,2505343374474101248,1972707373
0x24F535c9501f4e5A9EAEE014750dd3340F3202e1,1216.847018147,2497961838161546752,1966895151
0xf43e6088b2C5ADE7082FCea06B0fD29dED970d70,1215.5842968979998,2495369705013173248,1964854105
0x9723BCD4bC886D9DE2e4b2168847c3d005B9Ae22,1203.271605673,2470094027506931200,1944952037
0x1D1722028AfdB9ee6531B3da15e365Df6e41765c,1161.448581692,2384239095618991104,1877349863
0x25e10Fbe200A0A16864188a1d0b2C14F9dB1Ce11,1157.751907676,2376650507668015104,1871374609
0x8F2bF94b4d467F370D5Cc4D2e7f468E00a8D4FB6,1153.7219993,2368377851217030656,1864860720
0x7A7BB409A4C1F65B64AB88bd86682FDc6a8ebd38,1150.128259166,2361000567485282304,1859051846
0xB3Bed57FdEfeaf5F1a6ce4af440c50b8e6890fad,1147.910396316,2356447705310370304,1855466923
0x810D7dB4cbEBdF2FCf1369eF0Be1563c11cbeCDD,1131.658443869,2323085453192563200,1829197485
0x966B1F330B7d574a24CC552BfD194895d283F527,1124.673703244,2308747072713745408,1817907445
0xEbfbfA8e7EF5d5864EF60e343A5Fa109d643076D,1117.9102611980002,2294862977282215936,1806975108
0xFa1d4fB9F62a34c37A5912ae7cE38ddeeB4fE0f9,1108.444114181,2275430728486553088,1791674155
0xAdcF01b3b41384C3B524470cDD3Ae6d65c1F452F,1107.211924099,2272901270176432896,1789682460
0x288eE59F2aD1901E4A7c1d2f089975a84f13c99e,1100.0,2258096524049468672,1778025203
0xCb16A3A7cA695C5a6B233E441B622aA5755D8073,1100.0,2258096524049468672,1778025203
0x2c753400582031C897c51268699E8cad26A817a1,1091.412104879,2240467163938894592,1764143844
0x346df7343190CDc300cdA6FC4Df273336E27D6D5,1089.267797856,2236065298270593536,1760677815
0x8b23d55a49524d1637b45f5fe4aE1A13EBDf6677,1078.774958018,2214525439029143040,1743717330
0x06e71164219d52dad9cBA10759402B5A3C391E38,1072.602334552,2201854184853832960,1733739985
0x8EE0cA2633E02Eb248424195967B60413e5baee4,1068.242796278,2192904859196578304,1726693286
0xfed492def901a709052DaC6Ff79EE61539dD4b26,1063.46349349,2183093834639339776,1718968085
0x014F5fC81bB8e805154019b4c31bAbC4809b4404,1055.119271318,2165964690018894592,1705480596
0x7FCF2850C0C58bb6173A6e112E54e66D52885A8F,1037.79554455,2130402283474891008,1677478758
0x6a735bDd4EaE667c7BFb2f22fE019A6385A0F57e,1033.133221983,2120831397672582400,1669942642
0x4edf7Ec81c45d5E88e4953FE05aB7f80544955DC,1027.257916928,2108770483197649408,1660445878
0x436198d5DE79fFE114C94296235C01F4A96f14fD,1008.592856567,2070454566904605952,1630275925
0x6DE86C83be6Ae7c8Ca781D5dB53e896E2fFe1738,1002.980675306,2058933796906606592,1621204471
0x2ce7fB22e343aD83e080550Ba6B2EEDD23305b2D,1001.292210492,2055467690972539904,1618475259
0xdad254728A37D1E80C21AFae688C64d0383cc307,1000.0,2052815021863153408,1616386548
0x1A4A5c0e4291b95eEbD347Fee42b1DF43E2f3063,991.834512852,2036052787184908288,1603187964
0xC6974343724D389806010523E6E60Bd300f05E0e,983.746696505,2019449996293716480,1590114927
0xF6ee04094cc035E35E6AF42a883aD7c5bd2b234C,973.037144192,1997465266428160512,1572804150
0xF67246c6E28a211a0EEB66e9c91C4a0B1B3eb804,970.812200175,1992897867927258624,1569207781
0x2320A38D525a7539CF6e24FC3A9197ee7e496674,966.1632464869999,1983354425960585728,1561693275
0x35B395086Be73cC1557EEB85C0c501De39381682,934.933233614,1919244986401911808,1511213502
0x9D5058CE1E122c214Cd98CAA8d62f8459972A140,920.024574199,1888640266398958336,1487115345
0xb500d933b379bC33fC8332aDf917495917e3915c,895.332390924,1837951781649440256,1447203232
0x57E0E38b497431d456e972CB0AC7fA92b6CcE60D,893.130683989,1833432084579532032,1443644423
0xd821992801406bA2548Fa0c03b697C49C6e59736,885.70982611,1818198436050409216,1431649448
0xF2507a76fABb26a55f5f4C3E37f494a0E2c80cFd,852.5967164220001,1750223347062280960,1378125863
0x3799A0dE6fcCEcEb27249866512581c5C0B14861,848.51069572,1741835502385570816,1371521274
0xDEe676e09081428B907374a55D5a6688136cdAF9,841.527769157,1727500845840477440,1360234166
0xd909F75b50ab5Ad45E1BDeA5911a76619444bC63,829.349930128,1702501994947915008,1340550070
0xBA51D1AB95756ca4eaB8737eCD450cd8F05384cF,827.784007031,1699287444491310848,1338018933
0x32AF6C04010b55148F748A0cb53654cf85769065,817.278195239,1677720956227826176,1321037480
0xbd3d8E7957A779c86efc915c6722681BA8B8A06E,815.188899457,1673432018461421312,1317660371
0xCC5b789e7d4F0B336855bD9b47e644f7E55fA156,813.4143367280001,1669789169434091776,1314791992
0x45a9e8D48BC560416008D122C9437927fEd50E7d,812.8545350539999,1668640000148440320,1313887136
0xb8a6E31770047F22d16313cDe5402115E15Ee7ab,805.538056145,1653620622336900096,1302060878
0xCBa4A403B2816Ab2129F0C0a29340cD8b185C1bb,803.58298534,1649607223619590144,1298900727
0x5E0C5e6e0FCf87fb0aA8201361Bf8617e9CA7Aa9,796.3354261750001,1634729325293836288,1287185870
0x97Fe467dC71cA04e179c7061d9D895A889E2d30d,778.733849612,1598596544516835328,1258734919
0xa82d6AA0eF8aB103A3C0CdbC673567E4601cb581,775.7897218969999,1592552794917199360,1253976070
0xd132D2C24F29EE8ABb64a66559d1b7aa627Bd7fD,770.928703237,1582574022790394624,1246118785
0xD8f35EF085D202FA7CAd0E0C61da737b60E1F855,766.918326617,1574341461421529856,1239636466
0xe03801a1cCe06C82bdbdE36dFe9ea81ab8e897D3,753.754656951,1547318882588320512,1218358888
0xe6245b156f5006859536A12d266315cef654e060,748.77580963,1537098230016208640,1210311146
0x55D9217DE695cf70A0550AC3632674A928f4C439,731.2365639550001,1501093403022420480,1181960945
0x000000aC89e4A66919059f45Bf3e8d1700B42731,711.496620107,1460570949760510976,1150053565
0x4E8265C6BE298c2F5086717E32b59598dDe36093,701.6449180879999,1440347227864987904,1134129407
0x06A5D15e1819488c40Df4a312511BFCF2d7443e6,696.0,1428759255216754432,1125005037
0xA2ec5Fe274b364bCf0d7b8A988C84408d6c55A58,691.683131478,1419897522667384576,1118027309
0x26C9Cd3d1402a06ea755563cB2823828334E3C2F,683.317549276,1402724529856488192,1104505294
0xA18467F28275213be52b8c3bdE15F008cf02F61c,679.540425337,1394970793095070208,1098400002
0x6217106b61eA0CB7E8d386E0DeAD21F4FD163F16,667.372720334,1369992745483312128,1078732287
0xe307C2d3236bE4706E5D7601eE39F16d796d8195,654.742194576,1344064612473260288,1058316475
0xA8C2d489B76E5a09C31975364Ce1bBfDCd84bc4b,651.381077641,1337164861138853888,1052883611
0xFB0c52879c3937f755D8D64d5eD5fe3bbFE02416,647.91946025,1330058800958666240,1047288299
0xCCe0Fd17b3BB5E2caf87a91Fb75D2D0e87Dd5180,643.080549048,1320125411353738496,1039466748
0x25fd42D82d5c238ee7AA277261AA6CA5BDFE5CD4,638.024201839,1309745665847347968,1031293737
0x1b1A984C68a8F6EfD3Cf754dF5e4a0bc3bBb6f65,622.003984874,1276859123808088832,1005398874
0xcCA9bA6e36E5684bADe015e23b80F382F0C779A8,607.38689115,1246852934235479808,981772000
0x7e382164764407547A9690e66E71527d3aD2Bd58,597.218534739,1225979179447320576,965336005
0xD4B251DF42aFBde3Be2a96159EaC8F77ADdE7E9e,591.231222604,1213688335156009216,955658195
0x7735Fd9e45212384040789be9FC14A54760e284c,587.643506234,1206323417097488640,949859058
0xE79F5439408CB9cfa94e7F9c5261547dF1d55e1C,584.747865586,1200379202477356800,945178584
0x3D1A344b5dDC2E0c1b0Bd12324e19a351B2A53e6,582.761146276,1196300835233563136,941967277
0xb2fF0200abBd7f6D681278c2cfe18C7afE5C14E1,580.221059339,1191086506612451072,937861515
0x8F4A3aCC337B697C9756EE73292FEC1D85e82e9A,560.332725578,1150259436308042368,905714280
0x2f35239270F2379aB1066a6C243789382c1e15b3,543.830335681,1116383082430837888,879040039
0x1f836A75248Ca00C788d20355a8e4b903A918BcB,542.872300014,1114416412422139520,877491483
0xAEFdFC5961291BBF2e9D69d0b3Ef41513b40308C,542.741017584,1114146913877729024,877279279
0x3A13Db42Ac759ccb1A0cd4F4394d28c07A55c303,538.340976942,1105114444351022976,870167113
0x8d5b48139D050802e4D86920884e552308024D14,519.202044335,1065825755992946816,839231200
0x99D6EF60a82a74F84c7e39c62428047eF1650eDd,512.033732096,1051110536947322240,827644436
0x4d10cbC2Fc1C50dFE1215633e664C6a78c6bD1DC,504.800877271,1036262823911606784,815953347
0xbfff5c3c43a557dAE9d2bc7d940461ADC04031c2,504.21702609,1035064285436717440,815009618
0xFc09887ddE24b21e01D5A1359830C3F39bb715D1,503.734456166,1034073658647630848,814229598
0xeC9cdA50cFac87b16a777e758B24a3179c5146Ed,500.526464216,1027488244582654848,809044243
